タイトル：RE
測定開始日時：2025/10/24 14:34:32
チャンネル番号：2

ログ時間,時刻,通信異常,店内温度[℃],店内湿度[%],DCファン1 回転数（最大：3276）[RPM],DCファン2 回転数（最大：3276）[RPM],DCファン3 回転数（最大：3276）[RPM],DCファン4 回転数（最大：3276）[RPM],周波数上限[Hz],周波数下限[Hz],圧縮機目標周波数[Hz], 圧縮機実周波数[Hz],AC電流値[A],HIC温度[℃],HIC電流値[A],内層照明出力（店舗：端末ステータス1）,外層照明出力（店舗：端末ステータス1）,霜取り出力1（店舗：端末ステータス1）,霜取り出力2（店舗：端末ステータス1）,結露抑制ファン出力（店舗：端末ステータス1）,コンプ出力,DCファン(PWM)1出力,DCファン(PWM)2出力,DCファン(PWM)3出力,DCファン(PWM)4出力,DCファン(三速調)1出力,DCファン(三速調)2出力,警報コード6,警報コード7,警報コード8,警報コード9,警報コード10,警報データ1（店舗）,警報データ2（店舗）,警報データ3（店舗）,警報データ4（店舗）,
'00:05:13.0,2025/10/24 14:39:45,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:14.0,2025/10/24 14:39:46,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:15.0,2025/10/24 14:39:47,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:16.0,2025/10/24 14:39:48,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:17.0,2025/10/24 14:39:49,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:18.0,2025/10/24 14:39:50,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:19.0,2025/10/24 14:39:51,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:20.0,2025/10/24 14:39:52,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:21.0,2025/10/24 14:39:53,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:22.0,2025/10/24 14:39:54,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:23.0,2025/10/24 14:39:55,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:24.0,2025/10/24 14:39:56,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:25.0,2025/10/24 14:39:57,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:26.0,2025/10/24 14:39:58,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:27.0,2025/10/24 14:39:59,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:28.0,2025/10/24 14:40:00,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:29.0,2025/10/24 14:40:01,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:30.0,2025/10/24 14:40:02,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:31.0,2025/10/24 14:40:03,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:32.0,2025/10/24 14:40:04,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:33.0,2025/10/24 14:40:05,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:34.0,2025/10/24 14:40:06,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:35.0,2025/10/24 14:40:07,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:36.0,2025/10/24 14:40:08,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:37.0,2025/10/24 14:40:09,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:38.0,2025/10/24 14:40:10,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:39.0,2025/10/24 14:40:11,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:40.0,2025/10/24 14:40:12,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:41.0,2025/10/24 14:40:13,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:42.0,2025/10/24 14:40:14,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:43.0,2025/10/24 14:40:15,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:44.0,2025/10/24 14:40:16,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:45.0,2025/10/24 14:40:17,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:46.0,2025/10/24 14:40:18,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:47.0,2025/10/24 14:40:19,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:48.0,2025/10/24 14:40:20,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:49.0,2025/10/24 14:40:21,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:50.0,2025/10/24 14:40:22,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:51.0,2025/10/24 14:40:23,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:52.0,2025/10/24 14:40:24,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:53.0,2025/10/24 14:40:25,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:54.0,2025/10/24 14:40:26,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:55.0,2025/10/24 14:40:27,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:56.0,2025/10/24 14:40:28,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:57.0,2025/10/24 14:40:29,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:58.0,2025/10/24 14:40:30,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:05:59.0,2025/10/24 14:40:31,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:00.0,2025/10/24 14:40:32,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:01.0,2025/10/24 14:40:33,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:02.0,2025/10/24 14:40:34,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:03.0,2025/10/24 14:40:35,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:04.0,2025/10/24 14:40:36,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:05.0,2025/10/24 14:40:37,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:06.0,2025/10/24 14:40:38,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:07.0,2025/10/24 14:40:39,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:08.0,2025/10/24 14:40:40,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:09.0,2025/10/24 14:40:41,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:10.0,2025/10/24 14:40:42,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:11.0,2025/10/24 14:40:43,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:12.0,2025/10/24 14:40:44,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:13.0,2025/10/24 14:40:45,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:14.0,2025/10/24 14:40:46,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:15.0,2025/10/24 14:40:47,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:16.0,2025/10/24 14:40:48,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:17.0,2025/10/24 14:40:49,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:18.0,2025/10/24 14:40:50,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:19.0,2025/10/24 14:40:51,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:20.0,2025/10/24 14:40:52,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:21.0,2025/10/24 14:40:53,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:22.0,2025/10/24 14:40:54,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:23.0,2025/10/24 14:40:55,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:24.0,2025/10/24 14:40:56,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:25.0,2025/10/24 14:40:57,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:26.0,2025/10/24 14:40:58,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:27.0,2025/10/24 14:40:59,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:28.0,2025/10/24 14:41:00,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:29.0,2025/10/24 14:41:01,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:30.0,2025/10/24 14:41:02,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:31.0,2025/10/24 14:41:03,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:32.0,2025/10/24 14:41:04,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:33.0,2025/10/24 14:41:05,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:34.0,2025/10/24 14:41:06,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:35.0,2025/10/24 14:41:07,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:36.0,2025/10/24 14:41:08,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:37.0,2025/10/24 14:41:09,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:38.0,2025/10/24 14:41:10,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:39.0,2025/10/24 14:41:11,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:40.0,2025/10/24 14:41:12,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:41.0,2025/10/24 14:41:13,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:42.0,2025/10/24 14:41:14,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:43.0,2025/10/24 14:41:15,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:44.0,2025/10/24 14:41:16,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:45.0,2025/10/24 14:41:17,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:46.0,2025/10/24 14:41:18,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:47.0,2025/10/24 14:41:19,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:48.0,2025/10/24 14:41:20,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:49.0,2025/10/24 14:41:21,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:50.0,2025/10/24 14:41:22,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:51.0,2025/10/24 14:41:23,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:52.0,2025/10/24 14:41:24,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:53.0,2025/10/24 14:41:25,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:54.0,2025/10/24 14:41:26,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:55.0,2025/10/24 14:41:27,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:56.0,2025/10/24 14:41:28,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:57.0,2025/10/24 14:41:29,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:58.0,2025/10/24 14:41:30,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:06:59.0,2025/10/24 14:41:31,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:00.0,2025/10/24 14:41:32,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:01.0,2025/10/24 14:41:33,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
